,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,AgeBin
2651,Bachelors,2013,Bangalore,2,30,Male,No,0,1,"(25, 30]"
2652,PHD,2018,Bangalore,3,28,Male,No,2,1,"(25, 30]"
2653,Bachelors,2015,Pune,3,28,Female,No,3,1,"(25, 30]"
2654,Bachelors,2015,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2655,Bachelors,2015,Bangalore,3,30,Female,No,3,1,"(25, 30]"
2656,Bachelors,2012,Bangalore,3,29,Male,No,5,0,"(25, 30]"
2657,Bachelors,2012,Bangalore,3,27,Female,No,5,0,"(25, 30]"
2658,Bachelors,2015,Bangalore,3,26,Female,No,4,0,"(25, 30]"
2659,Bachelors,2016,Pune,3,27,Male,No,5,0,"(25, 30]"
2660,Bachelors,2013,Bangalore,3,27,Female,No,5,0,"(25, 30]"
2661,Bachelors,2013,Pune,3,28,Male,No,0,0,"(25, 30]"
2662,Bachelors,2014,Pune,3,29,Male,No,1,0,"(25, 30]"
2663,Bachelors,2017,New Delhi,2,27,Male,No,5,0,"(25, 30]"
2664,Bachelors,2013,New Delhi,3,27,Female,No,5,0,"(25, 30]"
2665,Bachelors,2017,Pune,3,30,Male,No,5,0,"(25, 30]"
2666,Bachelors,2013,Pune,3,27,Male,No,5,0,"(25, 30]"
2667,Bachelors,2012,New Delhi,3,30,Female,Yes,3,0,"(25, 30]"
2668,Bachelors,2013,Pune,2,30,Male,No,1,1,"(25, 30]"
2669,PHD,2015,New Delhi,3,27,Female,No,5,0,"(25, 30]"
2670,Bachelors,2014,Pune,3,26,Male,No,4,0,"(25, 30]"
2671,Bachelors,2015,Pune,2,27,Female,Yes,5,1,"(25, 30]"
2672,Masters,2017,New Delhi,2,29,Male,No,1,0,"(25, 30]"
2673,Bachelors,2013,New Delhi,3,28,Female,No,3,0,"(25, 30]"
2674,Masters,2012,Pune,3,29,Male,No,4,1,"(25, 30]"
2675,Bachelors,2014,New Delhi,3,28,Female,No,3,0,"(25, 30]"
2676,Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,"(25, 30]"
2677,Bachelors,2012,Bangalore,3,29,Male,No,1,0,"(25, 30]"
2678,Bachelors,2017,Pune,2,26,Male,No,4,0,"(25, 30]"
2679,Bachelors,2014,Bangalore,3,30,Male,No,2,1,"(25, 30]"
2680,Bachelors,2014,New Delhi,3,29,Male,No,4,0,"(25, 30]"
2681,Bachelors,2015,Pune,2,26,Female,No,4,1,"(25, 30]"
2682,Bachelors,2014,Bangalore,3,27,Female,No,5,0,"(25, 30]"
2683,Masters,2013,New Delhi,2,26,Male,No,4,1,"(25, 30]"
2684,Bachelors,2013,New Delhi,3,29,Female,No,2,0,"(25, 30]"
2685,Bachelors,2016,Bangalore,2,30,Female,No,4,1,"(25, 30]"
2686,Bachelors,2017,New Delhi,3,29,Female,No,0,0,"(25, 30]"
2687,Bachelors,2018,Bangalore,3,28,Male,No,3,1,"(25, 30]"
2688,Bachelors,2014,Bangalore,3,29,Male,No,4,0,"(25, 30]"
2689,Masters,2017,New Delhi,2,30,Female,No,2,0,"(25, 30]"
2690,Bachelors,2018,Bangalore,3,29,Male,Yes,2,1,"(25, 30]"
2691,Bachelors,2017,New Delhi,2,28,Female,No,1,0,"(25, 30]"
2692,Bachelors,2013,Bangalore,2,27,Female,No,5,1,"(25, 30]"
2693,Bachelors,2015,Bangalore,3,30,Male,No,4,0,"(25, 30]"
2694,Bachelors,2012,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2695,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2696,Masters,2017,Bangalore,2,30,Male,No,3,0,"(25, 30]"
2697,Masters,2017,New Delhi,2,29,Male,No,4,0,"(25, 30]"
2698,Bachelors,2014,Bangalore,3,28,Male,No,3,0,"(25, 30]"
2699,Masters,2017,New Delhi,3,27,Male,No,5,1,"(25, 30]"
2700,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2701,Bachelors,2017,New Delhi,3,27,Male,No,5,0,"(25, 30]"
2702,Bachelors,2016,Pune,3,30,Male,No,0,0,"(25, 30]"
2703,Bachelors,2015,Bangalore,3,29,Female,No,0,0,"(25, 30]"
2704,Bachelors,2015,Pune,2,27,Female,Yes,5,1,"(25, 30]"
2705,Bachelors,2013,Bangalore,3,26,Female,No,4,0,"(25, 30]"
2706,Bachelors,2015,New Delhi,3,29,Male,No,1,0,"(25, 30]"
2707,Bachelors,2017,Bangalore,3,30,Male,No,4,0,"(25, 30]"
2708,PHD,2017,New Delhi,3,27,Male,No,5,0,"(25, 30]"
2709,PHD,2013,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2710,Bachelors,2018,Bangalore,3,28,Male,Yes,1,1,"(25, 30]"
2711,Bachelors,2013,Bangalore,3,29,Male,No,1,0,"(25, 30]"
2712,Masters,2017,Pune,2,29,Female,Yes,2,1,"(25, 30]"
2713,Bachelors,2015,Pune,3,27,Male,No,5,0,"(25, 30]"
2714,Bachelors,2012,Bangalore,3,27,Female,No,5,0,"(25, 30]"
2715,Masters,2018,Pune,3,26,Male,No,4,1,"(25, 30]"
2716,Bachelors,2012,New Delhi,1,27,Female,No,5,1,"(25, 30]"
2717,Masters,2017,Pune,2,27,Male,Yes,5,1,"(25, 30]"
2718,Bachelors,2015,Pune,1,28,Female,No,0,1,"(25, 30]"
2719,Bachelors,2014,Bangalore,3,29,Male,No,4,1,"(25, 30]"
2720,Bachelors,2017,New Delhi,3,29,Female,No,3,0,"(25, 30]"
2721,PHD,2015,Pune,2,26,Female,No,4,0,"(25, 30]"
2722,Bachelors,2017,Bangalore,3,30,Female,No,5,0,"(25, 30]"
2723,Bachelors,2016,Pune,3,26,Male,No,4,0,"(25, 30]"
2724,Masters,2013,Pune,3,26,Male,No,4,1,"(25, 30]"
2725,Bachelors,2012,Pune,2,29,Female,No,2,1,"(25, 30]"
2726,Bachelors,2018,Bangalore,3,30,Male,Yes,2,1,"(25, 30]"
2727,Bachelors,2016,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2728,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2729,Bachelors,2018,Bangalore,2,28,Female,No,3,1,"(25, 30]"
2730,Bachelors,2012,Bangalore,3,28,Male,No,0,1,"(25, 30]"
2731,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2732,Bachelors,2012,Bangalore,3,28,Female,Yes,0,0,"(25, 30]"
2733,Masters,2014,New Delhi,3,28,Male,No,2,0,"(25, 30]"
2734,Bachelors,2012,Bangalore,3,26,Female,No,4,0,"(25, 30]"
2735,Bachelors,2015,Pune,3,27,Male,No,5,0,"(25, 30]"
2736,Bachelors,2016,Bangalore,3,28,Male,Yes,2,0,"(25, 30]"
2737,Bachelors,2018,Pune,3,29,Male,Yes,3,1,"(25, 30]"
2738,Bachelors,2014,New Delhi,3,29,Male,Yes,4,0,"(25, 30]"
2739,Bachelors,2015,Bangalore,3,29,Male,No,1,0,"(25, 30]"
2740,Masters,2018,Bangalore,3,27,Male,Yes,5,1,"(25, 30]"
2741,Bachelors,2014,Bangalore,3,28,Male,No,5,0,"(25, 30]"
2742,Masters,2017,Pune,2,27,Male,No,5,0,"(25, 30]"
2743,Bachelors,2017,Pune,2,27,Male,No,5,0,"(25, 30]"
2744,Bachelors,2014,Bangalore,3,28,Male,No,4,0,"(25, 30]"
2745,Bachelors,2017,New Delhi,2,26,Male,No,4,0,"(25, 30]"
2746,Bachelors,2017,Pune,3,29,Female,No,0,1,"(25, 30]"
2747,Bachelors,2012,Bangalore,3,26,Female,No,4,0,"(25, 30]"
2748,Bachelors,2017,New Delhi,2,26,Female,No,4,0,"(25, 30]"
2749,Bachelors,2017,Pune,2,26,Female,No,4,1,"(25, 30]"
2750,Bachelors,2014,Bangalore,3,30,Male,No,1,0,"(25, 30]"
2751,Bachelors,2018,Bangalore,3,29,Male,No,2,1,"(25, 30]"
2752,Masters,2013,Bangalore,3,30,Male,No,2,1,"(25, 30]"
2753,Bachelors,2016,Bangalore,3,27,Female,No,5,0,"(25, 30]"
2754,Bachelors,2016,New Delhi,3,26,Female,No,4,0,"(25, 30]"
2755,Bachelors,2017,Bangalore,1,30,Male,No,1,0,"(25, 30]"
2756,Bachelors,2015,New Delhi,3,30,Female,Yes,1,0,"(25, 30]"
2757,Bachelors,2013,Pune,3,30,Male,No,0,0,"(25, 30]"
2758,Bachelors,2015,Pune,3,27,Male,No,5,0,"(25, 30]"
2759,Bachelors,2017,Pune,3,30,Female,No,1,1,"(25, 30]"
2760,PHD,2018,New Delhi,3,30,Male,No,2,1,"(25, 30]"
2761,Bachelors,2018,Bangalore,3,29,Male,Yes,1,1,"(25, 30]"
2762,Bachelors,2013,Bangalore,3,30,Male,Yes,0,0,"(25, 30]"
2763,Bachelors,2017,Bangalore,3,27,Male,No,5,1,"(25, 30]"
2764,Bachelors,2016,New Delhi,3,29,Female,Yes,2,0,"(25, 30]"
2765,Bachelors,2013,Pune,3,28,Male,No,5,0,"(25, 30]"
2766,Bachelors,2014,New Delhi,3,26,Male,No,4,0,"(25, 30]"
2767,Bachelors,2015,Pune,2,30,Female,No,1,1,"(25, 30]"
2768,Masters,2013,New Delhi,2,26,Male,No,4,1,"(25, 30]"
2769,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2770,Masters,2012,Pune,3,27,Male,Yes,5,1,"(25, 30]"
2771,Bachelors,2017,Bangalore,3,27,Female,No,5,0,"(25, 30]"
2772,Bachelors,2013,Bangalore,3,30,Male,No,1,0,"(25, 30]"
2773,Bachelors,2014,New Delhi,3,27,Male,No,5,0,"(25, 30]"
2774,Masters,2013,Bangalore,3,30,Male,No,1,1,"(25, 30]"
2775,Bachelors,2016,Bangalore,3,29,Male,No,2,1,"(25, 30]"
2776,Bachelors,2016,Bangalore,3,28,Male,No,3,0,"(25, 30]"
2777,Masters,2017,New Delhi,3,29,Female,No,2,0,"(25, 30]"
2778,Bachelors,2014,New Delhi,3,26,Male,No,4,0,"(25, 30]"
2779,Masters,2018,New Delhi,3,30,Male,No,2,1,"(25, 30]"
2780,Masters,2014,Pune,3,27,Female,No,5,1,"(25, 30]"
2781,Bachelors,2017,Pune,3,29,Male,No,0,0,"(25, 30]"
2782,Masters,2016,New Delhi,3,30,Male,No,2,0,"(25, 30]"
2783,Masters,2017,New Delhi,3,30,Male,No,3,1,"(25, 30]"
2784,Bachelors,2013,Pune,2,30,Female,No,1,1,"(25, 30]"
2785,Masters,2014,New Delhi,3,28,Female,No,3,0,"(25, 30]"
2786,Bachelors,2013,Pune,3,26,Male,No,4,0,"(25, 30]"
2787,Bachelors,2017,Bangalore,1,30,Male,No,2,0,"(25, 30]"
2788,Bachelors,2016,Bangalore,3,28,Male,Yes,3,0,"(25, 30]"
2789,Bachelors,2013,Pune,1,30,Female,Yes,1,1,"(25, 30]"
2790,Bachelors,2013,Bangalore,3,30,Female,No,5,0,"(25, 30]"
2791,Bachelors,2016,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2792,Bachelors,2015,Pune,3,27,Male,No,5,0,"(25, 30]"
2793,Masters,2012,New Delhi,3,26,Female,No,4,0,"(25, 30]"
2794,Bachelors,2013,Pune,2,26,Male,Yes,4,0,"(25, 30]"
2795,Bachelors,2018,Bangalore,3,27,Male,No,5,1,"(25, 30]"
2796,PHD,2018,New Delhi,2,30,Female,No,4,1,"(25, 30]"
2797,Bachelors,2017,Bangalore,3,29,Male,No,3,0,"(25, 30]"
2798,Bachelors,2013,Bangalore,3,28,Male,No,1,0,"(25, 30]"
2799,Bachelors,2012,Bangalore,3,28,Male,Yes,2,0,"(25, 30]"
2800,Masters,2017,New Delhi,1,30,Male,No,2,0,"(25, 30]"
2801,Bachelors,2017,New Delhi,2,26,Female,No,4,0,"(25, 30]"
2802,Masters,2013,Bangalore,1,29,Female,No,2,1,"(25, 30]"
2803,Bachelors,2012,Pune,3,29,Male,No,5,0,"(25, 30]"
2804,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2805,Bachelors,2015,Bangalore,3,29,Male,No,4,0,"(25, 30]"
2806,Bachelors,2014,Bangalore,3,29,Male,No,3,1,"(25, 30]"
2807,Bachelors,2018,Bangalore,3,28,Male,No,0,1,"(25, 30]"
2808,Bachelors,2012,Bangalore,3,27,Male,No,5,1,"(25, 30]"
2809,Bachelors,2017,New Delhi,2,26,Male,No,4,0,"(25, 30]"
2810,Bachelors,2014,Pune,2,29,Female,No,1,1,"(25, 30]"
2811,Bachelors,2017,Bangalore,3,29,Male,No,4,0,"(25, 30]"
2812,Bachelors,2015,Pune,2,28,Female,No,3,1,"(25, 30]"
2813,Bachelors,2017,Bangalore,3,28,Male,No,5,0,"(25, 30]"
2814,Bachelors,2017,Bangalore,3,29,Male,No,0,0,"(25, 30]"
2815,Bachelors,2017,Bangalore,3,30,Male,No,2,0,"(25, 30]"
2816,Bachelors,2017,New Delhi,2,26,Female,No,4,0,"(25, 30]"
2817,Masters,2017,New Delhi,2,30,Female,No,2,0,"(25, 30]"
2818,Bachelors,2015,Pune,2,29,Female,No,4,1,"(25, 30]"
2819,Bachelors,2014,Pune,3,29,Female,No,1,1,"(25, 30]"
2820,Bachelors,2012,Bangalore,3,28,Male,No,2,0,"(25, 30]"
2821,Bachelors,2012,Bangalore,3,28,Female,No,4,0,"(25, 30]"
2822,Bachelors,2017,Bangalore,3,29,Female,No,5,0,"(25, 30]"
2823,Bachelors,2015,Bangalore,3,30,Male,Yes,3,0,"(25, 30]"
2824,Masters,2012,Pune,3,26,Male,No,4,1,"(25, 30]"
2825,Bachelors,2018,Bangalore,3,28,Male,No,5,1,"(25, 30]"
2826,Bachelors,2017,New Delhi,3,30,Male,No,5,0,"(25, 30]"
2827,Bachelors,2012,New Delhi,3,27,Female,No,5,0,"(25, 30]"
2828,Bachelors,2017,New Delhi,3,26,Female,No,4,0,"(25, 30]"
2829,Bachelors,2014,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
2830,Bachelors,2014,Bangalore,3,30,Male,No,0,0,"(25, 30]"
2831,Bachelors,2014,New Delhi,3,30,Female,No,2,0,"(25, 30]"
2832,Bachelors,2012,New Delhi,3,29,Female,No,5,0,"(25, 30]"
2833,Bachelors,2014,Pune,3,26,Male,No,4,0,"(25, 30]"
2834,Bachelors,2015,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2835,Bachelors,2017,Pune,2,29,Female,No,4,1,"(25, 30]"
2836,Masters,2016,Pune,3,29,Male,No,4,1,"(25, 30]"
2837,Bachelors,2017,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2838,Masters,2017,New Delhi,3,26,Female,No,4,0,"(25, 30]"
2839,Masters,2012,New Delhi,3,29,Male,No,2,0,"(25, 30]"
2840,Bachelors,2013,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2841,Bachelors,2012,Pune,3,26,Male,No,4,0,"(25, 30]"
2842,Bachelors,2017,Bangalore,3,28,Female,No,2,1,"(25, 30]"
2843,Bachelors,2013,New Delhi,3,30,Female,No,3,1,"(25, 30]"
2844,Masters,2017,Pune,2,26,Female,No,4,1,"(25, 30]"
2845,Bachelors,2013,Bangalore,3,26,Female,No,4,0,"(25, 30]"
2846,Masters,2017,New Delhi,2,28,Female,No,2,0,"(25, 30]"
2847,Bachelors,2017,New Delhi,2,27,Male,No,5,0,"(25, 30]"
2848,PHD,2018,Bangalore,3,27,Male,No,5,1,"(25, 30]"
2849,Bachelors,2013,Bangalore,3,30,Female,No,1,0,"(25, 30]"
2850,Masters,2013,New Delhi,3,30,Male,No,0,1,"(25, 30]"
2851,Masters,2018,New Delhi,3,26,Female,No,4,1,"(25, 30]"
2852,Masters,2015,New Delhi,3,30,Male,No,2,0,"(25, 30]"
2853,Bachelors,2012,Bangalore,3,29,Male,No,4,0,"(25, 30]"
2854,Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,"(25, 30]"
2855,Masters,2017,Pune,2,28,Male,No,5,0,"(25, 30]"
2856,Bachelors,2016,Pune,2,29,Male,No,3,1,"(25, 30]"
2857,Bachelors,2015,Pune,2,27,Female,Yes,5,1,"(25, 30]"
2858,Bachelors,2014,Bangalore,3,29,Male,No,4,0,"(25, 30]"
2859,Bachelors,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2860,Bachelors,2018,Pune,3,28,Male,No,5,1,"(25, 30]"
2861,Bachelors,2012,Bangalore,3,28,Female,No,0,0,"(25, 30]"
2862,Masters,2017,Pune,2,28,Male,No,2,0,"(25, 30]"
2863,Masters,2015,Pune,2,27,Female,No,5,0,"(25, 30]"
2864,Bachelors,2013,Bangalore,3,26,Female,No,4,0,"(25, 30]"
2865,Bachelors,2014,Pune,3,29,Female,No,4,1,"(25, 30]"
2866,Masters,2016,New Delhi,3,30,Male,No,3,0,"(25, 30]"
2867,Bachelors,2014,Pune,1,26,Female,No,4,1,"(25, 30]"
2868,Bachelors,2012,Pune,2,27,Female,No,5,1,"(25, 30]"
2869,Bachelors,2017,Pune,3,30,Male,No,0,0,"(25, 30]"
2870,Bachelors,2013,Pune,3,27,Male,No,5,0,"(25, 30]"
2871,Bachelors,2017,New Delhi,2,30,Male,No,4,0,"(25, 30]"
2872,Bachelors,2017,New Delhi,2,28,Female,No,4,0,"(25, 30]"
2873,PHD,2016,Bangalore,3,30,Female,No,5,0,"(25, 30]"
2874,Bachelors,2018,Bangalore,3,28,Male,No,1,1,"(25, 30]"
2875,Bachelors,2017,Pune,2,29,Male,No,3,0,"(25, 30]"
2876,Bachelors,2017,New Delhi,2,30,Male,No,1,1,"(25, 30]"
2877,Bachelors,2015,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2878,Bachelors,2013,Pune,3,30,Male,No,0,0,"(25, 30]"
2879,Bachelors,2018,Bangalore,3,26,Male,Yes,4,1,"(25, 30]"
2880,Bachelors,2015,New Delhi,3,28,Female,No,3,0,"(25, 30]"
2881,Masters,2017,New Delhi,2,26,Female,Yes,4,1,"(25, 30]"
2882,Bachelors,2016,Pune,2,30,Female,No,1,1,"(25, 30]"
2883,Masters,2014,New Delhi,3,28,Male,No,0,0,"(25, 30]"
2884,Bachelors,2015,Bangalore,3,28,Male,No,2,0,"(25, 30]"
2885,Masters,2015,Pune,2,30,Female,No,1,0,"(25, 30]"
2886,Masters,2017,New Delhi,2,27,Female,No,5,0,"(25, 30]"
2887,Bachelors,2014,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2888,Bachelors,2013,Pune,3,27,Male,No,5,0,"(25, 30]"
2889,Bachelors,2016,Bangalore,3,30,Male,No,1,1,"(25, 30]"
2890,Masters,2017,New Delhi,3,29,Male,No,2,0,"(25, 30]"
2891,Bachelors,2012,Bangalore,3,30,Female,No,1,0,"(25, 30]"
2892,Bachelors,2018,Bangalore,3,29,Male,No,3,1,"(25, 30]"
2893,Masters,2018,Pune,3,29,Male,No,2,1,"(25, 30]"
2894,Bachelors,2016,Bangalore,3,27,Female,No,5,0,"(25, 30]"
2895,Bachelors,2017,New Delhi,2,28,Male,No,2,0,"(25, 30]"
2896,Bachelors,2016,Bangalore,3,29,Female,No,0,1,"(25, 30]"
2897,Bachelors,2016,New Delhi,1,29,Female,No,1,0,"(25, 30]"
2898,Bachelors,2015,Pune,2,28,Female,No,0,1,"(25, 30]"
2899,Bachelors,2012,Bangalore,3,29,Male,Yes,2,0,"(25, 30]"
2900,PHD,2014,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2901,Bachelors,2013,Bangalore,3,27,Male,Yes,5,0,"(25, 30]"
2902,Bachelors,2018,Bangalore,3,29,Female,No,3,1,"(25, 30]"
2903,Masters,2017,New Delhi,2,30,Male,No,2,0,"(25, 30]"
2904,Masters,2016,New Delhi,3,29,Female,No,1,1,"(25, 30]"
2905,Bachelors,2012,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2906,Bachelors,2015,Pune,3,28,Male,No,5,0,"(25, 30]"
2907,Bachelors,2017,New Delhi,2,29,Female,No,5,0,"(25, 30]"
2908,Bachelors,2014,Bangalore,3,30,Male,No,0,0,"(25, 30]"
2909,Bachelors,2017,Bangalore,3,30,Male,No,0,0,"(25, 30]"
2910,Bachelors,2014,Pune,3,28,Male,No,2,0,"(25, 30]"
2911,Bachelors,2013,New Delhi,3,28,Female,No,1,0,"(25, 30]"
2912,Bachelors,2016,New Delhi,3,26,Female,No,4,0,"(25, 30]"
2913,Bachelors,2012,New Delhi,3,28,Female,No,0,0,"(25, 30]"
2914,Bachelors,2017,Bangalore,3,29,Male,No,0,0,"(25, 30]"
2915,Bachelors,2018,Bangalore,3,27,Male,No,5,1,"(25, 30]"
2916,Masters,2017,New Delhi,2,26,Male,No,4,1,"(25, 30]"
2917,Bachelors,2017,New Delhi,3,26,Female,No,4,0,"(25, 30]"
2918,Bachelors,2013,Bangalore,3,27,Male,No,5,1,"(25, 30]"
2919,Bachelors,2014,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2920,Bachelors,2013,Pune,2,29,Female,No,0,1,"(25, 30]"
2921,Bachelors,2013,Pune,2,28,Female,No,4,1,"(25, 30]"
2922,Bachelors,2017,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2923,Bachelors,2015,Pune,2,28,Female,No,0,1,"(25, 30]"
2924,Bachelors,2017,Bangalore,3,29,Male,No,1,0,"(25, 30]"
2925,Bachelors,2013,Bangalore,3,29,Female,No,3,0,"(25, 30]"
2926,Bachelors,2015,Bangalore,3,29,Male,No,5,0,"(25, 30]"
2927,Bachelors,2017,New Delhi,3,30,Female,No,3,0,"(25, 30]"
2928,Bachelors,2015,Pune,3,29,Male,No,0,0,"(25, 30]"
2929,Bachelors,2013,Bangalore,3,27,Female,Yes,5,0,"(25, 30]"
2930,Bachelors,2016,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2931,Bachelors,2014,Bangalore,3,27,Male,No,5,1,"(25, 30]"
2932,Bachelors,2012,Bangalore,3,28,Male,No,2,0,"(25, 30]"
2933,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2934,Bachelors,2018,Bangalore,3,29,Male,No,0,1,"(25, 30]"
2935,Bachelors,2017,Bangalore,1,29,Female,No,5,0,"(25, 30]"
2936,Bachelors,2017,Bangalore,3,27,Male,No,5,0,"(25, 30]"
2937,Masters,2017,Bangalore,2,27,Male,No,5,1,"(25, 30]"
2938,Masters,2014,New Delhi,3,28,Female,No,2,0,"(25, 30]"
2939,Bachelors,2012,New Delhi,3,27,Female,No,5,1,"(25, 30]"
2940,Bachelors,2012,Bangalore,3,28,Male,No,0,0,"(25, 30]"
2941,Masters,2017,Pune,2,27,Male,No,5,0,"(25, 30]"
2942,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2943,Bachelors,2013,New Delhi,3,27,Female,No,5,1,"(25, 30]"
2944,Bachelors,2013,Bangalore,2,26,Female,No,4,1,"(25, 30]"
2945,Bachelors,2012,Pune,2,27,Female,No,5,1,"(25, 30]"
2946,Bachelors,2016,Pune,3,26,Female,No,4,1,"(25, 30]"
2947,Bachelors,2017,New Delhi,2,27,Male,No,5,0,"(25, 30]"
2948,Bachelors,2012,Bangalore,3,28,Female,No,3,0,"(25, 30]"
2949,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2950,Masters,2017,New Delhi,3,27,Male,No,5,0,"(25, 30]"
2951,Bachelors,2013,Pune,2,30,Female,No,5,1,"(25, 30]"
2952,Bachelors,2013,Pune,3,28,Male,No,0,0,"(25, 30]"
2953,Bachelors,2012,Pune,3,26,Male,No,4,0,"(25, 30]"
2954,Bachelors,2016,Bangalore,3,28,Male,No,3,1,"(25, 30]"
2955,Masters,2015,Pune,3,26,Male,No,4,1,"(25, 30]"
2956,Bachelors,2017,New Delhi,2,26,Female,No,4,0,"(25, 30]"
2957,Masters,2017,Bangalore,2,26,Male,No,4,1,"(25, 30]"
2958,Bachelors,2014,Bangalore,3,30,Female,No,2,0,"(25, 30]"
2959,Bachelors,2014,Bangalore,3,29,Female,No,2,0,"(25, 30]"
2960,Bachelors,2017,Pune,3,26,Male,Yes,4,0,"(25, 30]"
2961,Bachelors,2013,Bangalore,3,28,Male,No,0,0,"(25, 30]"
2962,Bachelors,2018,Bangalore,3,29,Male,No,1,1,"(25, 30]"
2963,Bachelors,2016,Bangalore,3,30,Female,No,3,0,"(25, 30]"
2964,Bachelors,2017,Bangalore,3,30,Male,No,0,1,"(25, 30]"
2965,PHD,2015,New Delhi,3,29,Male,No,4,0,"(25, 30]"
2966,Bachelors,2017,New Delhi,2,26,Female,No,4,0,"(25, 30]"
2967,Bachelors,2013,Bangalore,3,26,Female,No,4,0,"(25, 30]"
2968,Bachelors,2014,Bangalore,1,28,Female,No,5,0,"(25, 30]"
2969,Bachelors,2014,Pune,3,30,Male,No,0,0,"(25, 30]"
2970,Masters,2012,Bangalore,3,26,Female,No,4,1,"(25, 30]"
2971,Bachelors,2013,New Delhi,2,26,Female,No,4,1,"(25, 30]"
2972,Bachelors,2015,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2973,Bachelors,2016,New Delhi,3,29,Female,No,0,0,"(25, 30]"
2974,Bachelors,2015,Bangalore,3,27,Female,No,5,0,"(25, 30]"
2975,Masters,2018,New Delhi,3,28,Female,No,2,1,"(25, 30]"
2976,PHD,2015,New Delhi,2,27,Female,No,5,0,"(25, 30]"
2977,Masters,2013,Pune,1,30,Male,No,1,0,"(25, 30]"
2978,Bachelors,2012,Pune,3,26,Male,No,4,0,"(25, 30]"
2979,Bachelors,2015,Pune,2,26,Female,Yes,4,1,"(25, 30]"
2980,Bachelors,2018,New Delhi,3,30,Female,Yes,3,1,"(25, 30]"
2981,PHD,2013,New Delhi,3,30,Male,No,5,0,"(25, 30]"
2982,Bachelors,2013,Bangalore,3,28,Male,No,0,0,"(25, 30]"
2983,Masters,2014,New Delhi,3,26,Male,Yes,4,1,"(25, 30]"
2984,Bachelors,2017,Bangalore,3,29,Male,No,1,0,"(25, 30]"
2985,Bachelors,2013,Bangalore,3,26,Male,No,4,0,"(25, 30]"
2986,Bachelors,2012,Pune,3,26,Male,No,4,0,"(25, 30]"
2987,Bachelors,2014,Pune,3,26,Male,No,4,0,"(25, 30]"
2988,Bachelors,2015,Pune,3,29,Male,No,0,0,"(25, 30]"
2989,Bachelors,2014,Bangalore,1,26,Male,No,4,0,"(25, 30]"
2990,Bachelors,2018,Bangalore,3,36,Male,No,2,1,"(35, 40]"
2991,Bachelors,2018,Bangalore,3,37,Male,No,4,1,"(35, 40]"
2992,Bachelors,2015,Pune,3,35,Female,No,0,1,"(30, 35]"
2993,Bachelors,2013,Pune,2,32,Female,No,4,1,"(30, 35]"
2994,Bachelors,2013,Pune,1,39,Female,No,0,1,"(35, 40]"
2995,Bachelors,2018,Pune,3,32,Male,No,1,1,"(30, 35]"
2996,PHD,2012,New Delhi,3,37,Female,No,5,0,"(35, 40]"
2997,Bachelors,2012,Pune,3,31,Male,No,4,0,"(30, 35]"
2998,Bachelors,2018,Pune,3,31,Male,No,1,1,"(30, 35]"
2999,Bachelors,2017,Bangalore,3,33,Male,No,2,0,"(30, 35]"
3000,Masters,2017,Pune,2,37,Male,No,2,0,"(35, 40]"
3001,Bachelors,2014,Pune,3,31,Male,Yes,1,0,"(30, 35]"
3002,Masters,2017,Bangalore,3,40,Female,No,4,0,"(35, 40]"
3003,Bachelors,2017,New Delhi,2,32,Male,No,0,0,"(30, 35]"
3004,Bachelors,2016,Bangalore,3,41,Male,No,0,0,"(40, 45]"
3005,Bachelors,2018,Bangalore,3,35,Female,Yes,5,1,"(30, 35]"
